content;score;thumbsUpCount;at;appVersion;text_length;word_count
kacau kacauuuuuuu;1;0;2025-09-12 23:35:02;4.7.0;17;2
ok;5;0;2025-09-12 23:08:07;4.7.0;2;1
makin sini makin eror untuk qris nya min tf gagal saldo di sedot bintang 2 dulu lah;2;0;2025-09-12 23:05:00;;83;17
balikin saldo gua;1;0;2025-09-12 22:56:17;4.7.0;17;3
aktifasi mobile aja ribet bgt;1;0;2025-09-12 22:47:05;;29;5
saya abis tranfer ke dana saya pakai qris gagal tapi saldo kepotong sampai sekarang belom balik² lagi ke saldo bca saya;1;0;2025-09-12 22:32:23;4.1.3;119;21
sangat bagus dan berfanfaat;5;0;2025-09-12 21:14:55;4.7.0;27;4
saldo masih belum kembali komplen ke hallo bca sama aja disuruh hubungi yang lain lagi terus muter kecewa;5;0;2025-09-12 20:57:23;4.7.0;105;18
QRIS bermasalah, gagal, tapi saldo kepotong. uangnya kemana??? Halo BCA juga susah dihubungi;1;0;2025-09-12 20:42:33;4.7.0;92;13
BCA nyedot dana nya gede ya shayyy wkwkwkwkk;5;0;2025-09-12 20:40:25;;44;8
penanganan qris jelek banget;1;0;2025-09-12 19:37:34;4.7.0;28;4
verifikasi wajah bikin ribet gagal terus padahal sudah mengikuti arahan payah bikin kesel orang aja bintang 0 kalo ada mah;1;0;2025-09-12 19:16:12;4.7.0;122;20
INI GIMANA SIH SAYA MELAKUKAN PEMBAYARAN QRIS TULISANNYA TRANSAKSI GAGAL,SAYA ULANGIN SAMPE BERKALI KALI TETEP GAGAL HAL HASIL PAS SAYA CEK SALDO SAYA BERKURANG 500 TIDAK ADA RIWAYAT PENGELUARAN UDAH NELPON PIHAK COSTUMER SERVICE CUMA DISURUH NUNGGU NUNGGGU KAN KITA MASIH PUNYA PENGELUARAN LAIN;1;0;2025-09-12 19:13:40;;295;44
barang sesuai pesanan thanks sudah amanah;5;0;2025-09-12 19:05:44;4.7.0;41;6
qris error ,,transaksi gagal tapi uang terpotong.. laporan ke BCA nunggu 20 hari kerja Lucu banget bank daerah ajj cuma butuh waktu 2 jam ngatasin masalah begini;1;0;2025-09-12 18:53:43;4.7.0;161;27
knp saya tidak bisa masuk ke M bengking lagi;2;0;2025-09-12 18:42:34;4.7.0;44;9
BCA jlek layanan nya. ramah sih ramah tapi pelayanan nya kurang gercep.;1;0;2025-09-12 18:41:59;4.7.0;71;12
miris banget make kriss gagal tapi tetep terpotong.minta dibalikin saldo aja harus hubungin halo bca ribet banget ga ada pemikirannya bca tinggal balikin saldonya aja ribet bangettttttt makan tuh uang haram;1;0;2025-09-12 18:34:26;4.7.0;206;31
aplikasi jelek sekali otp kirimnya lambat sekali waktu habis trus pulsa kemakan bri mandiri aja gratis ini tiap sms bayar mahal lgigk mutu apalikasinya;1;0;2025-09-12 18:21:20;4.7.0;151;24
ok;5;0;2025-09-12 18:07:04;4.7.0;2;1
"udah berkali"" transaksi gagal tapi saldo berkurang, gimna nihh";1;0;2025-09-12 18:01:44;4.7.0;62;9
udh brp tahun pake bca, udah berkali² juga setiap transaksi gak masuk ke rekening tujuan padahal udh berhasil di bca nya. lalu kemna uangnya?;1;0;2025-09-12 17:31:54;4.7.0;141;24
qris nya knp lama bgt ya susah, butuh waktu lama padahal jaringan internet nya bagus loh,,knp ya?;5;0;2025-09-12 17:26:38;;97;17
sangat mengecewakan transaksi gagal saldo kepotong tidak di kembalikan;1;0;2025-09-12 17:12:02;4.3.1;70;9
berangsur normal sih berangsur normal, duitnya balikin dulu dong...mau di pake. sudah di laporkan tp belum ada tindaklanjut nya, kalo mau gercep jangan di bales ratting google play deh coba, dalam penyelesaian masalahnya. jangan rating doang dijaga, layanannya jg. rating bales gercep bgt, pengaduan kaya ga keliatan.;1;0;2025-09-12 16:59:15;;317;47
Daftar online sangat tidak berguna;1;0;2025-09-12 16:36:49;4.7.0;34;5
sudah 3 hari saya telpon pihak bca tapi tidak bisa... parah;1;0;2025-09-12 16:36:43;4.7.0;59;11
Bank paling jelek yang pernah saya pakai, transaksi melalui scan qr gagal dan saldo terpotong,dan uang tidak kembali;1;0;2025-09-12 16:21:04;4.7.0;116;18
Tolong kepada pihak bank bca segera di bantu..saya transaksi qris 2 kali gagal tapi saldo hilang.. saya mohon segera di respon;5;0;2025-09-12 16:09:09;4.7.0;126;21
Dapat membantu mempermuda fininsial masa kini;5;0;2025-09-12 16:04:58;;45;6
sangat berguna sekali yrima kasih BCA;5;0;2025-09-12 16:03:56;;37;6
saya ingin mengajukan komplain terkait saldo hilang setelah transaksi qris bca gagal;1;0;2025-09-12 15:59:31;4.7.0;84;12
Transaksi saya pake qris gagal tapi saldo terpotong sudah 2 hari saldo belum kunjung kembali gmna ini bca;1;0;2025-09-12 15:55:46;4.7.0;105;18
saldo berkurang saat transaksi melalui qris sampe sekarang blm balik gimna KA;5;0;2025-09-12 15:54:05;4.7.0;77;12
bca Qris sedang trouble kah??dr kmren mau bayar2 pke Qris cm muter2 aja!!! mohon untuk segera di perbaiki.. minimal ada info.;2;0;2025-09-12 15:53:48;4.7.0;125;21
qr gagal, tapi saldo kepotong 2x;5;0;2025-09-12 15:43:44;4.7.0;32;6
"ribet banget BCA skrg! bayar dgn metode qris jelas"" gagal pembayarannya tapi saldo tetep kepotong! udh gitu pengajuan komplainnya ribet pula, gk balik"" duit nya smpe kelaperan gw!";1;0;2025-09-12 14:48:54;4.7.0;179;28
sangat membantu;5;0;2025-09-12 14:10:45;4.7.0;15;2
jadi gak bisa instal bca setelah di update;1;0;2025-09-12 14:09:26;4.7.0;42;8
bayar qris gagal langsung potong parah gak ada kemajuan bank sudah kaya maling saldo juga gak bakal balik puluhan kali kaya gini kena tipu;1;0;2025-09-12 14:03:16;4.7.0;138;24
kok sekarang cs BCA sulit ya dihubungi masak ditelfon dikasih lagu selama 10 menit blum nonggol juga tuh admin cs nya;3;0;2025-09-12 13:55:21;4.7.0;117;21
bca kenapa dah gua pakai qris tidak bisa membayar tapi saldo terpotong;4;0;2025-09-12 13:49:50;4.6.9;70;12
"fitur qris gua kaga muncul"" mau bayar ini itu jadi susah";3;0;2025-09-12 13:43:21;4.7.0;56;11
pembayaran qriss gagal dan saldo terpotong!! sering kali chat gmail dan telepon halo bca di suruh tunggu !! hati hati bca sudah tidak aman!!!;1;0;2025-09-12 13:30:44;;141;24
Sangat jelek, kirim pakai qris. Siang kirim 20.000 gagal kirim, saldo kena potong, di inbox tdk ada, di mutasi ada. Sekarang mlm kirim 50.000 gagal lagi. Saldo kena potong lagi,di inbox tidak ada, tapi mutasi ada. Kenapa suka gitu, sekali klik krim, langsung gagal, langsung kena potong;1;10;2025-09-12 12:40:33;4.7.0;286;47
NO GOOD! 2x transaksi pake fitur QR, saldo udah kepotong, tapi bukti transfer nya gada, itupun gak sampai QR yg dituju, entah kemana itu masuk nya, dan untuk pengajuan komplain sangat super duper ribet, banyak tahap tahap suruh nunggu 7hari kemudian setelah 7hari gada hasil nya, terus disuruh nunggu lagi selama 7hari, dan gak ada kejelasan sampai sekarang, bener bener parah fitur QR BCA!!! transaksi ke 1 dengan nominal 1.319.000 transaksi ke 2 dengan nominal 276.000 dan semua nya hilang sia sia;1;0;2025-09-12 12:37:39;;499;82
ini gimana kak, saldo saya 80ribu belum balik sama sekali, padahal saldo sudah kepotong namung di toko yg saya belanja belum masuk sama sekali;5;1;2025-09-12 12:24:28;4.7.0;142;24
tranasaksi buruk saldo terpotong dan ribet beberapa hubungi hallo bca selalu gagal dan sekalinya bisa nunggu 1x24 jam sampai sehari namun tidak proses bca makin bobrok mengecewakan nasabah.;1;0;2025-09-12 12:00:52;4.1.3;189;28
saya transaksi qris 2x 100rb transaksi silang gagal tapi saldo kepotong. di mutasi ada tapi di history imbox qris gak ada.;5;0;2025-09-12 11:52:00;4.7.0;122;21
Qris gagal transaksi malah saldo berkurang. mau lapor aja sulitnya minta ampun. sekelas BCA kok pelayanan seburuk ini. pakai haloBCA hubungi CS aja sulit amat sangat. skrg saya mulai mengurangi pakai bca. pakai bank selain bca.;1;0;2025-09-12 11:13:03;4.7.0;227;36
parah pake qr 10x gagal saldo ke potong hilang saldo;1;0;2025-09-12 11:12:50;4.7.0;52;10
BCA kenapa ya QR 4 x gagal tapi saldo kurang udah hubungi cs nya gabisa apa harus langsng ke kantor nya , sumpah baru kali ini aga takut sama bca;1;0;2025-09-12 11:12:17;4.7.0;145;30
Transaksi QR Gagal tapi saldo kepotong, laporan pertama suruh menunggu 1x24 Jam dan tidak ada proses, laporan kedua suruh menunggu 20 Hari kerja. Sekelas bank sebesar ini ada gangguan pada sistemnya tapi membiarkan pelanggan bertransaksi.;1;0;2025-09-12 11:06:06;4.7.0;238;35
btw ini BCA kenapa yaah, lag parah ini app nya skrng;1;0;2025-09-12 10:57:44;4.7.0;52;11
qris gagal malah uang kesedot;1;0;2025-09-12 10:43:37;;29;5
saya sangat kecewa dengan pelayanan BCA yang tidak merespon dengan baik atas pengaduan saya atas pembayaran Qris. sampai detik ini tidak ada itikad baik oleh pihak Bank BCA. tolong dong di kembalikan dana saya yang terpotong pada saat pembelian kuota di mytri sedangkan status transaksi pending dan status transaksi kuota gagal. memang uangnya tdiak seberapa tapi Bank besar seperti BCA harusnya dapat bijak menyikapi ini. semua pelayanan susah media susah.;1;0;2025-09-12 10:32:06;4.7.0;457;70
saya bayar pakai Qris, saldo kepotong tapi bukti pembayaran tidak ada, dan uang tidak masuk ke rekening tujuan, ini bagaimana ceritanya..?? masa iyah uang gua hilang cuma cuma.;1;0;2025-09-12 10:03:32;4.7.0;176;28
Saya 3 kali transaksi melalui Qris tetap gagal tapi kenapa saldo saya terpotong dan sampai sekarang belum balik juga dari jam 1 malam kemaren;5;0;2025-09-12 09:57:58;4.7.0;141;24
transaksi QRIS gagal tapi saldo terpotong, ngomong ya 1X24 jam kembali otomatis ternyata tidak ada kejelasan, hubungi CS lewat HaloBCA ga pernah terhubung gajelas lama lama ini bank;1;0;2025-09-12 09:51:45;4.7.0;181;28
parah duit gw ilang terus giliran minta ganti susah.. transaksi gagal saldo ke potong;1;0;2025-09-12 09:43:27;4.7.0;85;14
Ribet,,, daftar untuk transaksi finasial ny...alasan ny banyak, ending silahkan datang k cabang trdekat...😅🤣 Bank lain jauh lebih mengerti d masa pandemi ini...;1;0;2025-09-12 09:23:44;4.7.0;160;23
CS ini saya bayar pakai QR gagal 2 kali...pas saya cek di mutasi sudah terpotong dan keterangan PAND....bagaimana CS CS BCA jangan membuat orang rugi dong...TOLONG DI KEMBALIKAN UANG YANG SUDAH KELUAR DARI REKENING...TAPI DILAPORAN ATAU DI INBOK TIDAK ADA ATAU GAGAL,,,SEDANGKAN UANG DI MUTASI ADA UANG KELUAR;1;0;2025-09-12 09:17:53;4.7.0;309;48
selalu gangguan pembayaran qris gagal saldo terpotong 4x sampai saat ini blm jg saldo kembali dan menghubungi cs bca harus gunakan pulsa sdh pon via lokal 2 x makan pulsa tolong di respon laporan sy..tdk ada notif klu pembayaran qris sedang gangguan.harus ada notif setiap ada gangguan pembayaran qris krna klu gagal saldo berkurang..itu pun.harus lapor cs bca ga gampang terlalu berbelit makan pulsa;1;0;2025-09-12 09:11:09;4.7.0;400;64
Aplikasi sampah,transaksi QRIS gagal saldo terpotong sudah 2x kaya gini uang tidak kembali,sudah nunggu 24 jam juga. .jangan d instal nanti menyesal,udah mulai ngg bnr ini bank.;1;0;2025-09-12 08:57:57;4.2.4;177;27
BCAA GUE DOAIN BANGKRUT DEH MASA SCANT QRIS DI SWALAYAN GAK MSUK YANG ADA SALDO BLUM BALIK BALIK;1;0;2025-09-12 08:54:50;4.7.0;96;18
untuk transaksi lainnya ok. tapi disaat melakukan transaksi qris bermasalah/gagal sampai 3 kali. tapi saldo kok kepotong. gimana caranya agar saldo bisa kembali lagi;5;0;2025-09-12 08:29:41;4.7.0;165;24
tidak dapat menerima balasan sms saat mendaftar. rumiit. gak kayak atmb lainnya;1;0;2025-09-12 08:28:51;4.7.0;79;12
woii ..bangsatt......transaksi qris gagal tp saldo malah berkurang ...uda 6 jam belum jg balik itu saldo;1;0;2025-09-12 08:21:41;4.7.0;104;16
uang ke debet 3 kali gak d ganti.gak ada tanggung jawabnya .sebagai nasabah saya kecewa .hubungi halo BCA gak bisa ngembaliin uang saya ke debet;1;0;2025-09-12 08:16:39;4.7.0;144;25
parah ini bca pembayaran qris gagal saldo hilang jadi ga percaya;1;0;2025-09-12 07:02:16;4.6.4;64;11
pembayaran qris gagal tetapi saldo terpotong, di suruh nunggu 1x24 jam tapi sampai hari ini blm balik juga saldonya;1;0;2025-09-12 06:39:45;4.7.0;115;19
cs lol;1;0;2025-09-12 06:14:05;;6;2
bayar pake QRIS gagal tpi saldo di potong ..knp saldo saya blm juga di kembalikan sedangkan transaksi QRIS'y gagal;1;0;2025-09-12 05:41:01;4.7.0;114;19
Gimana ini padahal sudah lama pake bca mobile . sering eror transaksi Qris gagal tapi saldo terpotong sampe 3 kali. telpon cs gak ada solusi;1;0;2025-09-12 05:11:29;4.7.0;140;25
ini bca gimana ya, transaksi qris gagal tapi saldo kepotong, udah 24 jam lebih ga di balikin saldonya,;1;0;2025-09-12 05:02:10;;102;18
kenapa tampilan nya jadi jelek gitu font nya. udah bagus kemaren2.;2;0;2025-09-12 04:43:44;4.7.0;66;11
transaksi melalui QRISH transaksi gagal tapi saldo hangus, dan sampai saat ini sudah lewat 1x24 jam masih belum ada pengembalian saldo,, anj!;1;0;2025-09-12 04:27:22;4.7.0;141;22
kalo blm siap ad qris mending ga ush pake qris;1;0;2025-09-12 03:56:42;4.5.1;46;10
woy .balikin duit gua . lebih dri 1x24 jam blm balik balik . gila .mentang2 lgi kisruh .lu ambil kesempatan nyolong duit nasabah .500rb buat gua berarti bnget;1;1;2025-09-12 03:43:35;4.7.0;158;28
tolong ini bank bca, saya transfer semalam gagal, 150 2 kali dan 50 1 kali dari semalam belum ada tanda saldo akan kembali, tulisannya gagal, tapi saldo terpotong, tolong dibantu edit : sudah 1x24 jam masih belum juga kembali saldo saya, parah sekali ini;1;0;2025-09-12 03:38:11;4.7.0;254;44
qris bermasalah, transaksi gagal saldo terpotong;1;0;2025-09-12 02:37:59;4.7.0;48;6
bca ga jelas banget , qris hampir 200ribu engga balik , qris laporan batal namun saldo terpotong , tlp cs katanya 1x24 jam balik tp nyatanya engga balik ... lama lama bca sama bank sebelah yg main pootong saldo custamernya ....;1;0;2025-09-12 02:33:35;4.7.0;227;41
mao sampe kapan bermasalah payment qris? uang saya sama temen temen saya belom balik balik juga;2;0;2025-09-12 02:32:44;4.7.0;95;16
bayar QR 200rb gagal tapi saldo rekening kepotong juga 200 anjirrr dari tadi malam belum balik balik gimana ini sekelas BCA begini parah!!! gak amanah!!! gak akan aku rubah bintang nya sebelum uang saya kembali!!!;1;0;2025-09-12 02:03:34;4.7.0;213;35
91 transaksi gagal tapi saldo kepotong, sampe sekarang belum balik;1;0;2025-09-12 01:57:45;;66;10
woi tolong balikin uang orang woi udh cs ny susah dihubungin lg banyak orng yg kecewa tu sama BCA;1;0;2025-09-12 01:54:52;;97;19
respon cukup cepat dalam menangani masalah gangguan layanan;4;0;2025-09-12 01:27:09;4.7.0;59;8
"tgl 10 jam 23.46 WIB. transaksi QRIS gagal tapi saldo udah kepotong, langsung nyoba hubungin BCA via email,whattsap,halo bca,bca.co.id gda satupun yg bisa di hubungi entah lgi offline atau apa.. jam 10 pagi baru bisa tersambung ke cs halo bca,jawaban nya hanya ""mohon maaf atas kendalanya,memag layanan QRIS BCA sedang gangguan massal .di tunggu saja 1x 24jam,,jika saldo belum kembali suruh hubungin BCA lgi"" 😊";1;0;2025-09-12 01:14:35;4.7.0;411;65
dari kemaren 2x transaksi di merchant berbeda pakai qris bca gagal terus tapi muncul di mutasi dan saldo terpotong, sampai hari ini transaksi belum masuk di pihak merchant, ada mengalami hal yg sama ??;1;0;2025-09-12 01:10:54;4.7.0;201;34
hatihati transaksi qris kalo error/gagal saldo tetep kepotong dan gak bakal dibalikin sama BCA(MALING);1;0;2025-09-12 00:55:01;;102;14
knapa ya saya pakai qiris infonya gagal sampai 2x TPI saldo saya berkurang 2x juga, saya cari bukti di inbox qris tidak ada. TPI bukti mutasi ada mohon infonya;1;0;2025-09-12 00:49:13;;159;29
udah diupdate malah gak bisa dibuka, apa-apaan ini? kok malah makin mempersulit nasabahnya. Sementara bintang 1 saja cukup, uninstall dah;1;27;2025-09-12 00:43:48;4.7.0;137;20
saya sangat kcewa sama m-bca knapa saya transaksi pake QRIS, pertama ke dua lancar, tapi yg ke tiganya gagal, tapi saldo saya berkurang , saya cek ke penerimanya juga gk ada masuk uangnya , saya udah yg ke 2 x nya saldo hilang sesudah transaksi pake QRIS, transaksi gagal tapi saldo hilang,;1;7;2025-09-12 00:33:47;4.7.0;290;52
transaksi pembayaran lewat Qris gagal saldo hilang , sampai 2 kli hilng saldo saya;1;0;2025-09-12 00:33:02;4.7.0;82;14
bagus;5;0;2025-09-12 00:32:41;4.7.0;5;1
bagus;5;0;2025-09-12 00:30:42;4.7.0;5;1
bca lagi kenapa ya kok QR gagal transaksi tapi saldo berkurang mohon penjelasannya terimakasih 🙏 padahal sejauh ini bagus loh tapi ini lagi kenapa;4;0;2025-09-12 00:27:33;4.7.0;146;24
setelah diperbarui malah hilang transfer uang lewat qris ga tau uang nya kemana;1;0;2025-09-12 00:23:43;4.7.0;79;13
QWRIS GAGAL DANA ILANG SAMPE 4X LUCU INI BCA, SANGAT BURUK;1;0;2025-09-12 00:23:34;4.6.9;58;11
saldo bayar qris gagal tapi kepotong gimana ni solusinya;2;0;2025-09-12 00:20:56;4.7.0;56;9
sangat bagus;5;0;2025-09-12 00:18:17;4.7.0;12;2
aplikasi semakin kedepan semakin mengecewakan. pembayaran pakai QR sering gagal tapi saldo kepotong.;1;0;2025-09-12 00:16:48;4.7.0;100;13
slado saya hilang setelah melakukan qris gagal;3;0;2025-09-12 00:16:08;4.7.0;46;7
parah dua kali pembayaran qris gagal tp saldo kepotong dan tolonya gw dua kli ci coba kepotong smua tolong ditanggapi;1;0;2025-09-12 00:14:41;4.7.0;117;20
ini bnr2 bca gmn tau... masa saldo blm balik2 juga udh 1x24 jam... gara2 pembayaran pake qris... saldo trpotong... pembayaran ga masuk2...tolong respon nya...;1;0;2025-09-12 00:14:03;4.7.0;158;24
pengalaman terburuk pake BCA, transfer gagal dan tidak masuk ke rekening tujuan tapi saldo tetep kepotong hahaa, indonesia GK jauh dari kata KORUPSI, , apa enak nya si makan duit haram? masih aja meras rakyat kecil! sakit hati banget gw, nyari duit susah dan perusahaan lu dengan gampang nya ngambil duit yg bukan HAK lu!;1;0;2025-09-12 00:13:01;4.7.0;321;55
parah sich qris bca..udh 1x24 blm balik saldo mana 2 rek sama punya istri lg..!!;1;0;2025-09-12 00:11:13;4.7.0;80;15
kecewa dengan qris nya saldo berkurang transaksi gagal;1;0;2025-09-12 00:10:41;4.7.0;54;8
transaksi gagal tapi saldo berkurang;1;0;2025-09-12 00:10:40;4.7.0;36;5
ini pake qris 4x gagal tapi saldo terpotong gajelas banget;1;0;2025-09-12 00:09:55;4.7.0;58;10
qrisnya gagal tapi di coba lagi sampe tiba tiba saldo abis semua, ini bca knp?;1;0;2025-09-12 00:09:51;4.7.0;78;15
mohon diperbaiki saya telah mengirim 3kali disitu keterangan nya katanya gagal eh ternyata saldo saya berkurang dimutasi rugii saya;1;0;2025-09-12 00:04:18;4.6.9;131;19
pembayaran pakai qris gagal berkali kali tapi saldo trus terpotong. bca jadi seburuk ini? telpon ke halo bca malah ngabisin pulsa sebelum bisa tersambung sama customer service karna terlalu lama menunggu. coba di aplikasi halobca malah ga bisa tersambung sama customer service nya. lewat email di balas nya beberapa hari kemudian. kapok, ga akan berani pakai bca lagi mending bank lain.;1;3;2025-09-12 00:03:46;4.7.0;386;61
bca mobile kenapa sih transaksi gagal saldo terpotong,complain malah ribet,tolong lah segera perbaiki.walaupun nilai nya tidak seberapa,tapi penting bagi orang lain.;2;0;2025-09-12 00:03:32;4.7.0;165;21
transaksi di bca via qris sering saldo terpotong namun gagal, dan uang pun tidak kembali, dan sekarang terjadi untuk kedua kalinya;1;0;2025-09-12 00:02:11;4.7.0;130;21
saldo sya sudah ke potong tapi transaksi gagal ngehubungii cs nya slow res tolol emang;1;0;2025-09-12 00:01:48;4.7.0;86;15
transaksi gagal 4x tapi saldo tetap terpotong. gimana cara mengatasinya?????;1;0;2025-09-12 00:00:34;4.7.0;76;10
banyak saldo yang hilang;1;0;2025-09-11 23:59:55;4.7.0;24;4
qris gagal tapi saldo rekening kepotong gimn nh bca tolong di cek LG bos;1;0;2025-09-11 23:59:55;4.7.0;72;14
sudah 2 kali nya saya melakukan pembayaran via qris BCA gagal yang pertama status terkirim tapi tidak sampai yang ke 2 keterangan transaksi gagal tapi saldo tidak kembali Dan untuk mengurusnya saja sangat ribet ini bukan hanya saya saja ternyata ini banyak di alami oleh nasabah BCA lainnya juga... dan kebanyakan mereka tidak mau mengurusnya dengan alasan masing masing yang jadi pertanyaannya uangnya kemana???;1;0;2025-09-11 23:57:51;;412;64
baru kali ini kecewa sama BCA....tf QRIS keterangan GAGAL. tapi saldo berkurang. cek mutasi ada...tapi di inbox ga ada. lucu2.!! ni duit rakyat balik ga nih.;1;0;2025-09-11 23:56:55;4.7.0;157;26
pelayanan jelek fitur jadi burik lambat, bayar pake qris saldo udah kepotong malah gak tau uangnya kemana tanggung jawab woi benerin aplikasi nya jangan rugiin nasabah.;1;0;2025-09-11 23:53:44;4.7.0;168;26
transaksi 3 gagall tapi saldo kepotoong, halo bca dihubungin gabisaa, woi maling duit rakyat ini;1;0;2025-09-11 23:52:56;4.7.0;96;15
gimana ini bca makin sering error transaksi gagal saldo menghilang!!!!;1;0;2025-09-11 23:52:47;4.7.0;70;10
qris gagal tapi saldo terpotong sudah 3x tolong cepat tanggap kembalikan saldo nya masa sekelas Bank BCA nama besar tapi bisa begini dari semalam;1;0;2025-09-11 23:50:26;4.7.0;145;24
ini saya habis qris di warung makan kok transaksi gagal 10× udh kecewa sama bca mobile saldo berkurang ketika di cek kembali padahal jaringan bagus kok gagal transaksi?;1;0;2025-09-11 23:50:08;;168;28
dana Qris gagal dan tdk ada pengembalian dana dari pihak bank BCA;1;0;2025-09-11 23:46:46;;65;12
ini gimana pembarayan qris,transaksi gagal tapi saldo berkurang mana dah coba sampe 5 kali lagi😓;1;0;2025-09-11 23:46:35;4.7.0;96;15
transaksi 2x gagal saldo terpotong sangat mengecewakan;1;0;2025-09-11 23:45:35;;54;7
Barusan melakukan transaksi qris melalui BCA mobile saldo udah ke potong tapi blm masuk2 ke rekening yg dituju gmn ini;1;0;2025-09-11 23:43:09;4.7.0;118;20
sangat mengecewakan,mau bayar Qris saldo sudah kepotong tapi gak masuk di merchant dan mutasinya juga gak ada,sekelas BANK besar masa kaya gitu;1;0;2025-09-11 23:43:03;;143;22
kenapa bca buat transaksi gagal dan saldonya malah hilang , bca itu pencuri ya;1;6;2025-09-11 23:40:03;4.7.0;78;14
malam apa BCA sedang gangguan? saya transaksi gagal namun saldo saya kepotong? apakah ada solusinya ?;2;0;2025-09-11 23:38:49;4.7.0;101;16
baru kali ini pembayaran qrist gagal udah 4 x 25 rb tapi saldo berkurang tolong ka gimana ini tanggung jawabnya;1;0;2025-09-11 23:38:19;4.7.0;111;20
ada apa ini BCA, transaksi qris gagal tp saldo kepotong;1;0;2025-09-11 23:36:54;4.7.0;55;10
pake qris transaksi gagal tapi saldo tetap di potong apa ni malsudnya bca kalau gagal yaa gagal jangan di sedot juga saldonya bikin emosi aja udah gitu tidak ada fitur pusat bantuannya truss gimana demgam saldo yang udah di potong sedangkan transakdi gagal;1;0;2025-09-11 23:36:48;4.7.0;256;43
parah 3x transaksi pakai qr, transaksi gagal tpi saldo terpotong trus ,saldo gk masuk ke dana yg di qr tpi saldo terpotong.;1;0;2025-09-11 23:35:19;4.7.0;123;22
najis lg d btuhib buat bayar makan malah ga bjsa anjing malu2in;1;0;2025-09-11 23:35:16;4.7.0;63;12
sistem bekerja dengan sangat sangat baik polll, saya mau beli kuota dengan harga 47,500 3 kli gagal tapi saldo saya berkurang terus saya ngasih rating di play store direspon sama admin dan terus aku nunggu beberapa menit uang saya udh kembali, TERIMAKASIH 🥰;5;0;2025-09-11 23:35:03;;257;43
dulu uang saya 800rb hangus kata BCA paling lambat 2 bulan akan di transfer Samapi sekrang udah 3 tahun. gak ada uang masuk sekali menghubungi BCA pulsa gak cukup sedikit.ini malam ini kejadian saya bayar qris di mutasi terpotong tapi belanja saya GK terbayar kan sue;1;0;2025-09-11 23:34:36;4.3.6;267;46
bagus;5;0;2025-09-11 23:34:29;;5;1
gk muasin banget baru pertama kali nih gini scan qr kesalahan saya pikir saldo gk berkuranh liat mutasi berkuranb semua parah inj mah;1;0;2025-09-11 23:32:50;4.7.0;133;23
sayah sangat kecewa dengan qris BCA transaksi gagal saldo malah lenyap;1;0;2025-09-11 23:31:40;2.9.6;70;11
ini gimana ya abis trf 100rb 3x gagal pas dicek mutasi tetep kepotong? mohon bantuanya pihak bca;1;0;2025-09-11 23:30:56;4.7.0;96;17
hari harii kalo gangguan kagak usah saldonyaa ilang, transaksi gagal saldo ilang lama lama pusing pakeee bca mending pindah yg lain aja;1;0;2025-09-11 23:30:52;;135;22
Sumpah saya kecewa banget transaksi qris gagal saldo terpotong;1;0;2025-09-11 23:30:01;4.7.0;62;9
mohon di perbaiki mbangking nya, transaksi qris gagal tapi saldo berkurang di mutasi rekening tercetak,, tapi saldo tidak pernah kembali.. 1x mungkin gangguan dan menghubungi hallo bca ,clear dan pengembaliannya entah kapan karena tidak tercetak di mutasi rek uang masuk tapi transaksi kecil qris 2x berturut2 gagal saldo tetap tidak kembali menghubungi hallo bca mahal pulsanya.. mohon perhatianya mungkin orang lain juga seperti itu;4;0;2025-09-11 23:29:39;4.7.0;434;64
Saya kirim melalui Qris Keterangan Gagal terus saya coba kirim lagi Gagal lagi. terus saya minta Qris yang baru lalu saya scan dan gagal Namun Saldo kepotong dan tercantum di mutasi, saya cek inbox Qris tidak ada inbox yang artinya Qris Gagal terkirim tapi kepana saldo terpotong;1;0;2025-09-11 23:27:39;4.7.0;279;47
Tolong dong di cek.. hari ini 11 September saya bayar qris gagal tp saldo ilang lg, duh ini udah ke 2 kalinya loh, tolong lah diperbaiki.. mksh...;5;0;2025-09-11 23:23:05;4.7.0;146;27
kecewa sih ama BCA ini,,transfer gagal tp saldo berkurang,dan sama sekali tidak kembali,entah di makan siapa uangnya,,!di bank lain g pernh kyak gini,meski gagal dan terpotong,akan secara otomatis kembali saldonya dalam beberapa menit,,BCA g gtu,,lapor ribet,ttp g balik jg,dan satu lg,pernh transaksi transfer,gagal,terpotong saldo,semua riwayat transaksi tdk ada,mutasi rekening jg g ada,jd susah buat laporan,akhirnya melayang entah kmna duitnya;1;0;2025-09-11 23:23:00;;448;59
kalo qris lagi trouble minimal kasih pemberitahuan dong.. kan orang mesti ada butuhnya.. kalo transaksi gagal, duitnya nyangkut jadi gabisa kepake..;1;0;2025-09-11 23:21:29;4.7.0;148;21
saya transaksi qris gagal tapi saldo terpotong bagaimana ini solusinya?;2;0;2025-09-11 23:21:20;4.7.0;71;10
kenapa sering error melulu, saya tf by qris saldo saya terpotong cuma tidak masuk aplikasi, makin kesini makin payah;1;0;2025-09-11 23:19:35;4.7.0;116;19
bayar QR gagal tapi saldo berkurang, aneh. gimana ini;1;0;2025-09-11 23:19:33;4.7.0;53;9
top up via virtual akun ke gopay tidak masuk saldonya tapi saldo sudah kepotong tolong di perbaikin lagi;1;0;2025-09-11 23:16:03;4.7.0;104;18
